AccountName,SubscriptionName,ResourceGroup,MeterCategory,Sum of Cost
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-iManage-PROD-RG,Storage,$8.61
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-iManage-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-InvestorApps-PROD-RG,Azure App Service,$323.78
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-InvestorApps-PROD-RG,Bandwidth,$0.01
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-InvestorApps-PROD-RG,Key Vault,$0.25
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-InvestorApps-PROD-RG,Log Analytics,$3.49
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-InvestorApps-PROD-RG,SQL Database,$65.10
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-InvestorApps-PROD-RG,Storage,$0.03
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-LegacyArchiveData-Prod-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-LegacyArchiveData-Prod-RG,Storage,$186.88
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-LICENSINGSERVER-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-LICENSINGSERVER-PROD-RG,Storage,$16.99
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-LICENSINGSERVER-PROD-RG,Virtual Machines,$73.65
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-LICENSINGSERVER-PROD-RG-ASR,Storage,$7.62
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-NDES-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-NDES-PROD-RG,Storage,$14.85
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-NDES-PROD-RG,Virtual Machines,$156.12
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-PATRINA-PROD-RG,Storage,$3.26
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-PHCFileMigration-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-PHCFileMigration-RG,Storage,$34.42
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-PRINTQSERVICES-PROD-RG,Bandwidth,$0.48
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-PRINTQSERVICES-PROD-RG,Storage,$6.51
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-PRINTQSERVICES-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-PRINTQSERVICES-PROD-RG-asr,Bandwidth,$4.22
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-PRINTQSERVICES-PROD-RG-asr,Storage,$2.94
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-RBAT-TEST-RG,Storage,$14.08
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-RBAT-TEST-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-RDSLICENSE-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-RDSLICENSE-PROD-RG,Storage,$9.90
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-RDSLICENSE-PROD-RG,Virtual Machines,$47.71
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SalesForceBackup-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SalesForceBackup-PROD-RG,Storage,$136.37
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SCCM-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SCCM-PROD-RG,Storage,$302.94
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SCCM-PROD-RG,Virtual Machines,$0.83
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SCCM-PROD-RG,Virtual Machines Licenses,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SCCM-PROD-RG-ASR,Storage,$147.94
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SCOM-PROD-RG,Storage,$67.14
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SERVICENOW-PROD-RG,Storage,$17.17
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SERVICENOW-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SFTP-PROD-RG,Bandwidth,$0.08
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SFTP-PROD-RG,Storage,$33.79
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SFTP-PROD-RG,Virtual Machines,$0.22
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SFTP-PROD-RG,Virtual Machines Licenses,$12.94
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SFTP-PROD-RG,Virtual Network,$2.77
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SOFTCHOICESCCM-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SOFTCHOICESCCM-PROD-RG,Storage,$31.36
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SOFTCHOICESCCM-PROD-RG,Virtual Machines,$0.42
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-SOFTCHOICESCCM-PROD-RG,Virtual Machines Licenses,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-SOLARWINDSIPAM-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-SOLARWINDSIPAM-PROD-RG,Storage,$18.06
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-SOLARWINDSIPAM-PROD-RG,Virtual Machines,$274.22
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-SOLARWINDSIPAM-PROD-RG,Virtual Machines Licenses,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-TachyonServiceNow-PROD-RG,Bandwidth,$0.48
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-TachyonServiceNow-PROD-RG,Storage,$2.62
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-TachyonServiceNow-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,tsg-useast-treasurysystems-prod-rg,Azure App Service,$80.95
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,tsg-useast-treasurysystems-prod-rg,Bandwidth,$0.49
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,tsg-useast-treasurysystems-prod-rg,SQL Database,$32.55
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,tsg-useast-treasurysystems-prod-rg,Storage,$7.09
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,tsg-useast-treasurysystems-prod-rg,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,tsg-useast-treasurysystems-prod-rg,Virtual Machines Licenses,$9.90
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-TreasurySystems-PROD-RG-asr,Bandwidth,$1.41
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-TreasurySystems-PROD-RG-asr,Storage,$3.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-TREESIZE-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-TREESIZE-PROD-RG,Storage,$19.33
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-TREESIZE-PROD-RG,Virtual Machines,$1077.49
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-TREESIZE-PROD-RG,Virtual Machines Licenses,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-VEEAMBACKUPPROXY-PROD-RG,Virtual Network,$2.90
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-VEEAMBACKUPREPOSITORY-PROD-RG,Bandwidth,$1.01
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-VEEAMBACKUPREPOSITORY-PROD-RG,Storage,$3139.57
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-VEEAMBACKUPREPOSITORY-PROD-RG,Virtual Machines,$0.42
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,tsg-useast-winanalytics-prod-rg,Log Analytics,$1.15
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-WorkatoLogging-PROD-RG,Bandwidth,$0.01
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-WorkatoLogging-PROD-RG,Storage,$5.30
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-WorkatoOPA-PROD-RG,Bandwidth,$0.48
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-WorkatoOPA-PROD-RG,Storage,$9.18
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-WorkatoOPA-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-XEROXDEVICEMANAGER-PROD-RG,Bandwidth,$0.48
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-XEROXDEVICEMANAGER-PROD-RG,Storage,$9.40
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-XEROXDEVICEMANAGER-PROD-RG,Virtual Machines,$0.14
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-XEROXDEVICEMANAGER-PROD-RG,Virtual Machines Licenses,$56.90
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,VNET-DR-RG,Azure DNS,$0.54
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,VNET-DR-RG,ExpressRoute,$153.78
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,VNET-DR-RG,Storage,$706.65
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,VNET-DR-RG,Virtual Machines,$2280.80
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,VNET-DR-RG,Virtual Machines Licenses,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,VNET-DR-RG,Virtual Network,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,VNET-PROD-RG,Azure DNS,$0.54
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,VNET-PROD-RG,ExpressRoute,$4138.13
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,VNET-PROD-RG,Storage,$14.21
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,VNET-PROD-RG,VPN Gateway,$29.16
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,VNET-Veeam-PROD-RG,Bandwidth,$2.97
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,VNET-Veeam-PROD-RG,VPN Gateway,$153.78
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG UnManaged,azuebtofb-rg,Advanced Threat Protection,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG UnManaged,azuebtofb-rg,Storage,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG UnManaged,ofb-stg-rg,Advanced Threat Protection,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG UnManaged,ofb-stg-rg,Storage,$0.00
TSG Production and Pre-Production,TSG Dev/Test,"",Unassigned,$0.00
TSG Production and Pre-Production,TSG Dev/Test,azurefiles-test-joe-rg,Bandwidth,$0.00
TSG Production and Pre-Production,TSG Dev/Test,azurefiles-test-joe-rg,Storage,$0.35
TSG Production and Pre-Production,TSG Dev/Test,AZUREMONITORTEST-JOE-RG,Storage,$17.13
TSG Production and Pre-Production,TSG Dev/Test,Backup-Recovery,Backup,$23.96
TSG Production and Pre-Production,TSG Dev/Test,Backup-Recovery,Log Analytics,$0.00
TSG Production and Pre-Production,TSG Dev/Test,Backup-Recovery,Storage,$0.00
TSG Production and Pre-Production,TSG Dev/Test,cloud-shell-storage-eastus,Storage,$0.64
TSG Production and Pre-Production,TSG Dev/Test,Joe-StartupShutdown-RG,Automation,$0.00
TSG Production and Pre-Production,TSG Dev/Test,microsoft-network-eastus,Storage,$0.00
TSG Production and Pre-Production,TSG Dev/Test,microsoft-network-westus,Storage,$0.00
TSG Production and Pre-Production,TSG Dev/Test,PKI-PoC-Joe-RG,Storage,$6.40
TSG Production and Pre-Production,TSG Dev/Test,PKI-PoC-Joe-RG,Virtual Network,$2.90
TSG Production and Pre-Production,TSG Dev/Test,servicehealth-joe-rg,Azure Monitor,$0.00
TSG Production and Pre-Production,TSG Dev/Test,SQL-Joe-RG,SQL Database,$32.55
TSG Production and Pre-Production,TSG Dev/Test,vmscaleset-joe-rg,Bandwidth,$0.00
TSG Production and Pre-Production,TSG Dev/Test,vmscaleset-joe-rg,Storage,$1.70
TSG Production and Pre-Production,TSG Dev/Test,vmscaleset-joe-rg,Virtual Machines,$8.40
TSG Production and Pre-Production,TSG Dev/Test,workato-logmonitoring-StorageAccount-test-joe-rg,Bandwidth,$0.00
TSG Production and Pre-Production,TSG Dev/Test,workato-logmonitoring-StorageAccount-test-joe-rg,Storage,$1.37
